state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
OK,2020-10-27,829,826,832,8.25,8.00,8.50,"10,286","10,258","10,315"
OR,2020-10-27,265,263,267,4.05,3.54,4.55,"6,552","6,489","6,615"
PA,2020-10-27,"1,779","1,772","1,786",5.68,5.27,6.10,"31,576","31,336","31,816"
SC,2020-10-27,781,781,781,8.59,8.50,8.68,"9,095","9,081","9,109"
SD,2020-10-27,384,384,384,16.46,16.46,16.46,"2,333","2,333","2,333"
TN,2020-10-27,"1,506","1,503","1,509",9.34,9.34,9.34,"16,615","16,615","16,615"
TX,2020-10-27,"6,196","6,189","6,203",10.73,10.61,10.85,"57,898","57,804","57,991"
UT,2020-10-27,327,327,327,6.30,6.20,6.39,"5,194","5,184","5,204"
VA,2020-10-27,"1,047","1,045","1,049",6.16,6.16,6.16,"17,009","17,009","17,009"
VT,2020-10-27,9,9,9,0.76,0.76,0.76,"1,182","1,182","1,182"
WA,2020-10-27,430,405,454,3.24,-0.13,6.60,"10,431","9,833","11,030"
MO,2020-10-28,"1,542","1,529","1,555",8.59,7.90,9.27,"17,958","17,811","18,105"
NC,2020-10-28,"1,505","1,505","1,505",7.06,7.06,7.06,"21,430","21,422","21,438"
NE,2020-10-28,528,526,529,10.82,10.55,11.09,"4,954","4,943","4,965"
NH,2020-10-28,46,43,48,1.56,-0.35,3.48,"2,911","2,732","3,090"
NM,2020-10-28,384,384,384,11.99,11.75,12.22,"3,204","3,194","3,214"
OH,2020-10-28,"1,746","1,744","1,747",6.15,6.15,6.15,"28,421","28,421","28,421"
OK,2020-10-28,862,857,866,8.61,8.16,9.06,"10,241","10,188","10,293"
OR,2020-10-28,248,238,259,3.74,1.34,6.14,"6,639","6,345","6,933"
PA,2020-10-28,"1,760","1,758","1,762",5.61,5.31,5.91,"31,662","31,467","31,857"
SC,2020-10-28,779,770,788,8.55,7.69,9.41,"9,112","9,027","9,197"
SD,2020-10-28,384,381,387,16.39,15.42,17.36,"2,343","2,323","2,363"
TN,2020-10-28,"1,490","1,490","1,491",9.43,9.43,9.43,"16,290","16,290","16,290"
TX,2020-10-28,"6,345","6,271","6,419",11.04,10.10,11.97,"57,647","57,194","58,099"
UT,2020-10-28,339,338,340,6.53,6.33,6.73,"5,192","5,180","5,204"
VA,2020-10-28,"1,046","1,028","1,063",6.13,4.14,8.12,"17,059","16,433","17,685"
VT,2020-10-28,6,6,6,0.51,0.51,0.51,"1,182","1,182","1,182"
WA,2020-10-28,439,416,462,3.20,0.41,5.99,"10,604","10,195","11,014"
MO,2020-10-29,"1,610","1,609","1,612",8.98,8.98,8.98,"17,935","17,935","17,935"
NC,2020-10-29,"1,523","1,517","1,529",7.16,7.16,7.16,"21,402","21,402","21,402"
NE,2020-10-29,604,603,606,12.46,12.07,12.85,"4,932","4,909","4,954"
NH,2020-10-29,47,46,48,1.61,1.61,1.61,"2,911","2,911","2,911"
NM,2020-10-29,427,425,429,12.99,12.12,13.86,"3,287","3,250","3,324"
OH,2020-10-29,"1,800","1,797","1,803",6.36,6.13,6.60,"28,360","28,238","28,482"
OK,2020-10-29,873,867,879,8.68,8.18,9.17,"10,301","10,247","10,355"
OR,2020-10-29,260,259,260,3.94,3.76,4.11,"6,591","6,565","6,617"
PA,2020-10-29,"1,749","1,744","1,755",5.55,5.28,5.83,"31,758","31,607","31,909"
SC,2020-10-29,754,753,754,8.24,8.24,8.24,"9,140","9,140","9,140"
SD,2020-10-29,376,376,376,16.07,16.07,16.07,"2,340","2,340","2,340"
TN,2020-10-29,"1,538","1,536","1,540",9.56,9.56,9.56,"16,572","16,572","16,572"
TX,2020-10-29,"6,292","6,205","6,378",10.93,9.80,12.06,"57,699","57,114","58,283"
UT,2020-10-29,347,347,347,6.68,6.55,6.82,"5,192","5,178","5,206"
VA,2020-10-29,"1,018","1,017","1,019",5.97,5.97,5.97,"17,049","17,049","17,049"
VT,2020-10-29,6,6,6,0.51,-2.97,3.99,"1,182",904,"1,460"
WA,2020-10-29,446,415,476,3.15,-0.75,7.04,"10,662","9,997","11,326"
MO,2020-10-30,"1,633","1,626","1,640",9.20,8.90,9.51,"17,742","17,696","17,788"
NC,2020-10-30,"1,488","1,480","1,496",7.01,6.73,7.30,"21,343","21,321","21,365"
NE,2020-10-30,632,627,638,12.97,12.20,13.74,"4,957","4,922","4,992"
NH,2020-10-30,56,56,56,1.92,1.92,1.92,"2,911","2,911","2,911"
NM,2020-10-30,449,449,449,13.85,13.60,14.09,"3,243","3,233","3,253"
OH,2020-10-30,"1,920","1,919","1,922",6.81,6.75,6.87,"28,251","28,230","28,272"
OK,2020-10-30,902,897,906,8.99,8.57,9.40,"10,273","10,221","10,325"
OR,2020-10-30,245,245,245,3.71,3.57,3.86,"6,595","6,572","6,618"
PA,2020-10-30,"1,751","1,745","1,757",5.53,5.32,5.74,"31,918","31,831","32,005"
SC,2020-10-30,767,765,769,8.40,8.24,8.57,"9,130","9,118","9,142"
SD,2020-10-30,393,393,393,16.80,16.31,17.30,"2,339","2,325","2,353"
TN,2020-10-30,"1,570","1,562","1,577",9.80,9.80,9.80,"16,510","16,510","16,510"
TX,2020-10-30,"6,238","6,039","6,436",10.32,7.55,13.10,"60,572","58,811","62,332"
UT,2020-10-30,333,333,333,6.41,6.19,6.63,"5,195","5,172","5,218"
VA,2020-10-30,979,979,979,5.79,5.71,5.88,"16,901","16,870","16,932"
VT,2020-10-30,4,4,4,0.34,-3.29,3.96,"1,182",842,"1,522"
WA,2020-10-30,479,452,506,3.42,0.26,6.59,"10,693","10,227","11,159"
MO,2020-10-31,"1,616","1,538","1,693",9.14,3.51,14.78,"17,667","16,255","19,079"
NC,2020-10-31,"1,439","1,430","1,448",6.81,6.49,7.14,"21,243","21,227","21,259"
NE,2020-10-31,653,652,654,13.48,12.30,14.67,"4,923","4,845","5,001"
NH,2020-10-31,54,53,54,1.84,1.60,2.07,"2,911","2,892","2,930"
NM,2020-10-31,452,441,462,13.96,11.32,16.61,"3,234","3,148","3,320"
OH,2020-10-31,"1,962","1,955","1,969",7.01,6.67,7.35,"28,042","27,889","28,195"
OK,2020-10-31,932,875,990,9.36,3.04,15.68,"10,197","9,372","11,022"
OR,2020-10-31,266,255,277,4.03,1.26,6.80,"6,598","6,234","6,962"
PA,2020-10-31,"1,755","1,723","1,787",5.64,4.43,6.84,"31,381","30,835","31,927"
SC,2020-10-31,753,723,783,8.32,5.42,11.21,"9,051","8,776","9,326"
SD,2020-10-31,396,356,436,16.94,3.87,30.00,"2,338","2,051","2,625"
TN,2020-10-31,"1,558","1,553","1,562",9.77,9.77,9.77,"16,440","16,440","16,440"
TX,2020-10-31,"6,262","6,014","6,509",10.39,6.80,13.97,"60,441","58,075","62,807"
UT,2020-10-31,334,297,371,6.41,-0.74,13.56,"5,212","4,749","5,675"
VA,2020-10-31,962,896,"1,027",5.71,1.68,9.73,"16,843","16,000","17,686"
VT,2020-10-31,4,3,5,0.34,-3.71,4.39,"1,182",803,"1,561"
WA,2020-10-31,473,433,513,3.37,-0.98,7.72,"10,683","9,902","11,464"
MO,2020-11-01,"1,600","1,503","1,697",9.06,2.10,16.02,"17,660","15,917","19,403"
NC,2020-11-01,"1,484","1,474","1,494",7.02,6.65,7.39,"21,261","21,194","21,328"
NE,2020-11-01,644,621,667,13.15,7.46,18.83,"4,979","4,633","5,325"
NH,2020-11-01,63,63,63,2.16,2.01,2.32,"2,911","2,896","2,926"
NM,2020-11-01,453,440,466,14.01,9.90,18.13,"3,233","3,082","3,384"
OH,2020-11-01,"1,992","1,984","2,000",7.14,6.72,7.56,"27,952","27,761","28,143"
OK,2020-11-01,932,849,"1,015",9.39,1.12,17.67,"10,159","9,147","11,171"
OR,2020-11-01,244,224,264,3.70,-0.78,8.18,"6,598","6,061","7,135"
PA,2020-11-01,"1,766","1,728","1,804",5.70,4.29,7.11,"31,241","30,605","31,877"
SC,2020-11-01,723,678,768,8.08,3.10,13.07,"8,944","8,387","9,501"
SD,2020-11-01,383,334,432,16.38,0.50,32.26,"2,338","1,988","2,688"
TN,2020-11-01,"1,550","1,517","1,583",9.25,9.25,9.25,"17,405","17,405","17,405"
TX,2020-11-01,"6,260","5,978","6,542",10.41,6.26,14.57,"60,278","57,510","63,046"
UT,2020-11-01,338,293,383,6.48,-2.24,15.21,"5,214","4,648","5,780"
VA,2020-11-01,957,876,"1,038",5.67,0.69,10.65,"16,872","15,825","17,919"
VT,2020-11-01,4,3,5,0.34,-3.87,4.55,"1,182",788,"1,576"
WA,2020-11-01,475,428,522,3.39,-1.68,8.45,"10,682","9,770","11,594"
WI,2020-10-02,952,945,959,7.96,7.50,8.43,"12,320","12,286","12,354"
WV,2020-10-02,222,222,222,4.15,4.15,4.15,"5,344","5,344","5,344"
WY,2020-10-02,44,40,48,2.98,-0.31,6.27,"1,486","1,430","1,542"
WI,2020-10-03,961,936,987,8.15,6.48,9.83,"12,156","12,001","12,311"
WV,2020-10-03,228,227,229,4.22,4.22,4.22,"5,400","5,400","5,400"
WY,2020-10-03,53,49,57,3.59,-0.15,7.33,"1,486","1,402","1,570"
WI,2020-10-04,"1,032","1,004","1,061",8.72,6.84,10.59,"12,210","12,023","12,397"
WV,2020-10-04,220,219,222,4.17,4.17,4.17,"5,292","5,292","5,292"
WY,2020-10-04,62,51,73,4.19,-4.08,12.47,"1,485","1,341","1,629"
WI,2020-10-05,"1,069","1,046","1,093",8.90,7.40,10.40,"12,380","12,226","12,534"
WV,2020-10-05,211,211,211,3.96,3.96,3.96,"5,322","5,322","5,322"
WY,2020-10-05,65,54,76,4.71,-3.61,13.03,"1,393","1,266","1,520"
WI,2020-10-06,"1,210","1,204","1,215",10.08,9.73,10.43,"12,360","12,320","12,400"
WV,2020-10-06,220,219,222,4.13,4.13,4.13,"5,340","5,340","5,340"
WY,2020-10-06,72,70,74,5.06,3.46,6.66,"1,432","1,393","1,471"
WI,2020-10-07,"1,241","1,234","1,248",10.46,10.03,10.89,"12,220","12,179","12,262"
WV,2020-10-07,232,230,234,4.32,4.32,4.32,"5,366","5,366","5,366"
WY,2020-10-07,81,78,84,5.62,2.64,8.61,"1,454","1,384","1,524"
WI,2020-10-08,"1,343","1,323","1,363",11.34,10.11,12.56,"12,212","12,095","12,330"
WV,2020-10-08,220,220,221,4.11,4.11,4.11,"5,365","5,365","5,365"
WY,2020-10-08,74,72,77,5.28,2.84,7.72,"1,418","1,364","1,472"
WI,2020-10-09,"1,358","1,338","1,379",11.42,10.19,12.66,"12,258","12,140","12,376"
WV,2020-10-09,232,232,232,4.33,4.33,4.33,"5,364","5,364","5,364"
WY,2020-10-09,73,72,74,5.20,4.32,6.07,"1,415","1,392","1,438"
WI,2020-10-10,"1,329","1,306","1,351",11.21,9.78,12.65,"12,215","12,063","12,367"
WV,2020-10-10,227,227,227,4.27,4.27,4.27,"5,322","5,322","5,322"
WY,2020-10-10,68,58,79,4.88,-3.39,13.14,"1,415","1,275","1,555"
WI,2020-10-11,"1,265","1,237","1,293",10.68,8.91,12.45,"12,205","12,022","12,387"
WV,2020-10-11,224,222,225,4.18,4.18,4.18,"5,341","5,341","5,341"
WY,2020-10-11,68,64,72,4.84,1.47,8.21,"1,415","1,346","1,484"
WI,2020-10-12,"1,330","1,307","1,353",11.23,9.79,12.68,"12,210","12,060","12,360"
WV,2020-10-12,235,235,235,4.39,4.39,4.39,"5,357","5,357","5,357"
WY,2020-10-12,72,61,82,5.10,-2.54,12.73,"1,415","1,292","1,538"
WI,2020-10-13,"1,325","1,324","1,326",11.19,11.05,11.34,"12,202","12,178","12,226"
WV,2020-10-13,238,238,238,4.46,4.46,4.46,"5,342","5,342","5,342"
WY,2020-10-13,74,61,86,5.25,-4.09,14.58,"1,415","1,261","1,569"
WI,2020-10-14,"1,388","1,387","1,389",11.78,11.65,11.90,"12,151","12,131","12,171"
WV,2020-10-14,241,241,241,4.54,4.54,4.54,"5,312","5,312","5,312"
WY,2020-10-14,80,68,93,5.72,-3.59,15.02,"1,415","1,256","1,574"
WI,2020-10-15,"1,386","1,380","1,391",11.73,11.37,12.10,"12,173","12,131","12,215"
WV,2020-10-15,236,236,236,4.44,4.44,4.44,"5,317","5,317","5,317"
WY,2020-10-15,76,66,87,5.44,-2.35,13.22,"1,415","1,280","1,550"
WI,2020-10-16,"1,395","1,391","1,400",11.76,11.49,12.02,"12,234","12,212","12,256"
WV,2020-10-16,233,233,233,4.38,4.38,4.38,"5,321","5,321","5,321"
WY,2020-10-16,76,73,78,5.37,2.77,7.98,"1,415","1,357","1,473"
WI,2020-10-17,"1,371","1,348","1,394",11.62,10.19,13.04,"12,166","12,015","12,316"
WV,2020-10-17,234,232,235,4.42,4.42,4.42,"5,288","5,288","5,288"
WY,2020-10-17,77,74,81,5.50,2.92,8.09,"1,415","1,370","1,460"
WI,2020-10-18,"1,348","1,325","1,371",11.47,10.04,12.90,"12,118","11,968","12,267"
WV,2020-10-18,227,227,227,4.30,4.30,4.30,"5,278","5,278","5,278"
WY,2020-10-18,78,67,88,5.53,-2.55,13.61,"1,415","1,273","1,557"
WI,2020-10-19,"1,464","1,464","1,464",12.39,12.33,12.45,"12,181","12,171","12,191"
WV,2020-10-19,239,239,239,4.50,4.50,4.50,"5,313","5,313","5,313"
WY,2020-10-19,85,82,88,6.05,3.61,8.49,"1,415","1,370","1,460"
WI,2020-10-20,"1,548","1,547","1,548",13.13,13.03,13.23,"12,150","12,136","12,164"
WV,2020-10-20,241,241,241,4.53,4.53,4.53,"5,319","5,319","5,319"
WY,2020-10-20,91,91,91,6.48,6.16,6.79,"1,415","1,406","1,424"
WI,2020-10-21,"1,519","1,516","1,522",12.76,12.56,12.97,"12,266","12,242","12,290"
WV,2020-10-21,254,252,256,4.76,4.76,4.76,"5,331","5,331","5,331"
WY,2020-10-21,92,92,92,6.55,6.08,7.01,"1,415","1,404","1,426"
WI,2020-10-22,"1,551","1,550","1,552",13.08,12.96,13.20,"12,226","12,208","12,244"
WV,2020-10-22,246,245,247,4.56,4.56,4.56,"5,395","5,395","5,395"
WY,2020-10-22,98,93,102,6.94,3.73,10.15,"1,415","1,358","1,472"
WI,2020-10-23,"1,514","1,500","1,527",12.75,11.50,13.99,"12,242","12,062","12,421"
WV,2020-10-23,265,265,265,4.92,4.92,4.92,"5,387","5,387","5,387"
WY,2020-10-23,94,94,94,6.69,5.98,7.41,"1,415","1,396","1,434"
WI,2020-10-24,"1,428","1,412","1,444",12.07,11.11,13.03,"12,196","12,095","12,296"
WV,2020-10-24,271,271,271,5.07,5.07,5.07,"5,341","5,341","5,341"
WY,2020-10-24,113,110,116,8.03,5.42,10.64,"1,415","1,364","1,466"
WI,2020-10-25,"1,461","1,445","1,477",12.27,11.33,13.21,"12,270","12,171","12,369"
WV,2020-10-25,274,273,275,5.14,5.14,5.14,"5,327","5,327","5,327"
WY,2020-10-25,118,113,123,8.39,3.76,13.01,"1,415","1,321","1,509"
WI,2020-10-26,"1,538","1,531","1,545",12.99,12.60,13.37,"12,210","12,180","12,240"
WV,2020-10-26,270,270,270,5.03,5.03,5.03,"5,370","5,370","5,370"
WY,2020-10-26,117,106,127,8.32,0.78,15.85,"1,415","1,283","1,547"
WI,2020-10-27,"1,590","1,575","1,605",13.35,12.10,14.59,"12,278","12,109","12,447"
WV,2020-10-27,282,282,283,5.24,5.24,5.24,"5,389","5,389","5,389"
WY,2020-10-27,112,111,113,7.98,6.67,9.30,"1,415","1,385","1,445"
WI,2020-10-28,"1,634","1,629","1,638",13.80,13.56,14.04,"12,205","12,188","12,222"
WV,2020-10-28,307,304,310,5.68,5.68,5.68,"5,403","5,403","5,403"
WY,2020-10-28,105,102,107,7.43,4.94,9.91,"1,419","1,362","1,476"
WI,2020-10-29,"1,705","1,702","1,707",14.38,14.21,14.55,"12,222","12,201","12,243"
WV,2020-10-29,295,295,295,5.46,5.46,5.46,"5,399","5,399","5,399"
WY,2020-10-29,116,114,118,8.38,6.65,10.10,"1,397","1,358","1,436"
WI,2020-10-30,"1,762","1,758","1,767",14.85,14.62,15.08,"12,238","12,215","12,261"
WV,2020-10-30,288,287,289,5.33,5.33,5.33,"5,408","5,408","5,408"
WY,2020-10-30,126,126,126,9.08,9.08,9.08,"1,397","1,378","1,416"
WI,2020-10-31,"1,706","1,672","1,740",14.30,12.00,16.59,"12,298","12,023","12,574"
WV,2020-10-31,282,282,282,5.32,5.32,5.32,"5,297","5,297","5,297"
WY,2020-10-31,124,116,132,8.94,3.39,14.49,"1,397","1,302","1,492"
WI,2020-11-01,"1,746","1,709","1,783",14.66,12.20,17.11,"12,280","11,959","12,601"
WV,2020-11-01,318,318,318,5.98,5.98,5.98,"5,316","5,316","5,316"
WY,2020-11-01,124,114,134,8.90,1.94,15.85,"1,404","1,282","1,526"
